chapter	ours	witness	votes	polled	verdict
35	deerrare	runt	4	4	reject
35	n	d	2	2	realword?
35	tiisanaQftwoi	gint	4	4	reject
35	leves	leves	4	4	confirm
35	Rosenmüller	rosenmuller	3	4	realword?
35	bestia	bestia	4	4	confirm
35	reissendes	reissendes	4	4	confirm
35	violenta	violenta	2	4	confirm
35	violenta	violenta	3	4	confirm
35	ein	ein	4	4	confirm
35	zerreissendes	zerreissendes	4	4	confirm
35	unter	unter	4	4	confirm
35	ihnen	ihnen	4	4	confirm
35	gewaltsamste	gewaltsamste	3	4	confirm
35	der	der	4	4	confirm
35	Thiere	Thiere	4	4	confirm
35	y	p	3	3	realword?
35	cnbixa	d	2	4	reject
35	vindicati	vindicati	4	4	confirm
35	asserti	asserti	3	4	confirm
35	von	von	3	3	confirm
35	ihm	ihm	3	4	confirm
35	gesichert	gesichert	2	4	confirm
35	labm	i	2	4	reject
35	redempti	redempti	3	4	confirm
35	ambulent	ambulent	3	4	confirm
35	ibunt	ibunt	3	4	confirm
35	asserti	asserti	4	4	confirm
35	redempti	redempti	3	4	confirm
35	gehen	so	4	4	reject
35	losgekaufte	jahvcs	2	4	reject
35	nur	nur	4	4	confirm
35	Erloste	Erloste	4	4	confirm
35	gehen	gehen	4	4	confirm
35	dort	dort	2	4	confirm
35	ceux	ceux	4	4	confirm
35	desquels	desquels	4	4	confirm
35	TEternel	veternel	3	4	reject
35	paye	paye	4	4	confirm
35	rancon	rangon	4	4	reject
35	Ecc	Ecc	4	4	confirm
35	monstrum	monstrum	4	4	confirm
35	washerwomen's	washerwomen's	4	4	confirm
35	avtovi	avtovg	2	4	reject
35	cept	cocceius	4	4	reject
35	mecum	mecum	4	4	confirm
35	Dominum	Dominum	4	4	confirm
35	supplex	supplex	3	4	confirm
35	tarn	earn	2	2	realword?
35	suo	suo	4	4	confirm
35	tempore	tempore	4	4	confirm
35	propitius	propitius	3	4	confirm
35	impleat	impleat	4	4	confirm
35	credens	credens	2	3	confirm
35	festinabit	festinabit	4	4	confirm
36	xxxn	xxxn	3	4	confirm
36	Rosenmüller	rosenmuller	2	3	realword?
36	T	w	2	4	realword?
36	oi	to	2	4	reject
36	ol	ol	3	4	confirm
36	Lachish	Lachish	4	4	confirm
36	Lachish	Lachish	4	4	confirm
36	Lachish	Lachish	4	4	confirm
36	Lachish	Lachish	4	4	confirm
36	Lachish	Lachish	4	4	confirm
36	Lachish	Lachish	3	4	confirm
36	Joah	Joah	4	4	confirm
36	majordomo	majordomo	4	4	confirm
36	Joah	Joah	4	4	confirm
36	GrandMonarque	grand	4	4	reject
36	Isay	i	4	4	reject
36	DTBtD	things	4	4	reject
36	ifthou	if	4	4	reject
36	bs	bs	3	4	confirm
36	Joah	Joah	4	4	confirm
36	Aramean	Aramean	4	4	confirm
36	Aramean	Aramean	4	4	confirm
36	bx	bx	2	4	confirm
36	Jig	fig	2	3	realword?
36	jS	s	2	4	reject
36	bx	x	4	4	reject
36	Tiandl	hand	4	4	reject
36	Sipphara	Sipphara	4	4	confirm
36	Ivvah	Ivvah	4	4	confirm
36	Joah	Joah	4	4	confirm
36	confer	confer	4	4	confirm
36	Joah	Joah	4	4	confirm
37	Joah	Joah	4	4	confirm
37	iltcsten	altesten	2	4	reject
37	Priestern	Priestern	3	4	confirm
37	Zedekiah	Zedekiah	4	4	confirm
37	Ahab	Ahab	4	4	confirm
37	Micaiah	Micaiah	4	4	confirm
37	oveidifffjiov	tuagint	4	4	reject
37	Verwerfung	Verwerfung	4	4	confirm
37	RabghaJceh	rab	3	4	reject
37	iwin	n	3	4	reject
37	cpn	cpn	3	4	confirm
37	rrDim	maim	3	4	reject
37	mnn	main	2	4	reject
37	consentientem	consentientem	3	4	confirm
37	habeo	habeo	4	4	confirm
37	Sardis	Sardis	4	4	confirm
37	Abimelech	Abimelech	4	4	confirm
37	issn	in	3	4	reject
37	Knappen	Knappen	3	4	confirm
37	Buberi	buben	4	4	reject
37	ecce	ecce	4	4	confirm
37	apponam	apponam	4	4	confirm
37	illi	illi	4	4	confirm
37	ventum	ventum	4	4	confirm
37	rm	mi	2	4	reject
37	rm	mi	2	4	reject
37	Libnah	lib	4	4	reject
37	embassador	embas	4	4	reject
37	eventu	eventu	3	4	confirm
37	Libnah	Libnah	4	4	confirm
37	Lachish	Lachish	4	4	confirm
37	Lachish	Lachish	4	4	confirm
37	Libnah	Libnah	3	4	confirm
37	Lachish	Lachish	4	4	confirm
37	Libnah	Libnah	4	4	confirm
37	Lachish	Lachish	4	4	confirm
37	Pelusium	Pelusium	4	4	confirm
37	Tirhakah	Tirhakah	3	4	confirm
37	oj	oj	4	4	confirm
37	Tirhakah	Tirhakah	4	4	confirm
37	Megasthenes	Megasthenes	4	4	confirm
37	Strabo	Strabo	4	4	confirm
37	Sesostris	Sesostris	3	4	confirm
37	Manetho	Manetho	4	4	confirm
37	Tapaxo	taqay	2	4	reject
37	TUQXOS	g	2	4	reject
37	Tirhakah	Tirhakah	4	4	confirm
37	Rosenmüller	rosenmiiller	3	4	realword?
37	Tacitus	Tacitus	4	4	confirm
37	Tirhakah	the	3	4	reject
37	b	x	2	4	realword?
37	naia	n	2	4	reject
37	iven	but	4	4	reject
37	hyperbolical	hyperbolical	4	4	confirm
37	Icings	kings	3	4	realword?
37	Gozan	Gozan	4	4	confirm
37	Haran	Haran	4	4	confirm
37	Rezeph	Rezeph	3	4	confirm
37	Telassarl	telassar	4	4	reject
37	iicx	x	2	4	reject
37	Gozan	Gozan	4	4	confirm
37	Kaushan	Kaushan	4	4	confirm
37	Gauzanitis	sipphara	4	4	reject
37	Chaboras	Chaboras	3	4	confirm
37	Haran	Haran	4	4	confirm
37	Carrae	Carrae	4	4	confirm
37	Crassus	Crassus	4	4	confirm
37	Rezeph	Rezeph	3	4	confirm
37	Rhessapha	Rhessapha	4	4	confirm
37	Telassar	tel	4	4	reject
37	Tel	Tel	4	4	confirm
37	abib	abib	4	4	confirm
37	Telmelah	tel	4	4	reject
37	Tel	melah	3	4	reject
37	tel	tel	4	4	confirm
37	Ivvah	ivvahl	2	4	reject
37	Ivvah	Ivvah	4	4	confirm
37	Anammelech	Anammelech	4	4	confirm
37	Musculus	Musculus	4	4	confirm
37	levah	ivvah	2	4	reject
37	PX	x	2	4	reject
37	Ludolf	Ludolf	4	4	confirm
37	DIIBD	d	3	4	reject
37	literae	literae	3	4	confirm
37	Thibet	Thibet	4	4	confirm
37	Bahr	Bahr	4	4	confirm
37	shechinah	she	4	4	reject
37	ipse	ipse	4	4	confirm
37	iy	of	2	4	reject
37	tycs	ryes	2	4	reject
37	TJS	r	3	4	reject
37	Lehrgebaudc	lehrgebdude	3	4	reject
37	Tjr	t	2	4	reject
37	Tx	which	4	4	reject
37	verysame	same	4	4	reject
37	Greece	Greece	4	4	confirm
37	nbc	nbr	2	4	reject
37	eh	ch	3	3	realword?
37	ihern	them	4	4	reject
37	Sennache	Sennache	4	4	confirm
37	bx	x	2	4	reject
37	pp	pp	4	4	confirm
37	bx	bx	4	4	confirm
37	bx	bx	2	4	confirm
37	bs	bs	2	4	confirm
37	bs	b	2	4	reject
37	rbira	rbips	2	4	reject
37	nx	is	2	4	reject
37	plify	plify	4	4	confirm
37	Seetzen	Seetzen	3	4	confirm
37	oi	oi	2	3	confirm
37	hyperbolical	hyperbolical	4	4	confirm
37	Subsidere	Subsidere	3	4	confirm
37	nostris	nostris	4	4	confirm
37	pedibus	pedibus	4	4	confirm
37	monies	monies	3	4	confirm
37	arescere	arescere	3	4	confirm
37	vidimus	vidimus	4	4	confirm
37	fregi	fregi	2	4	confirm
37	Alpes	Alpes	3	4	confirm
37	Padum	Padum	3	4	confirm
37	victricibus	victri	3	4	reject
37	hausi	cibus	3	4	reject
37	Credimus	Credimus	3	4	confirm
37	defecisse	defecisse	3	4	confirm
37	amnes	amnes	3	4	confirm
37	epotaque	epota	4	4	reject
37	flumina	que	4	4	reject
37	pimsb	of	2	4	reject
37	shall	shalt	3	3	realword?
37	shouldt'st	should	2	4	reject
37	th	the	4	4	realword?
37	ns	of	4	4	reject
37	riaita	n	2	4	reject
37	buffaloes	buffaloes	4	4	confirm
37	eat	cat	4	4	realword?
37	rrso	mso	2	4	reject
37	Rosenmüller	rosenmuller	3	4	realword?
37	Virgil	Virgil	4	4	confirm
37	Panduntur	Panduntur	3	4	confirm
37	portae	portae	4	4	confirm
37	juvat	juvat	3	4	confirm
37	Dorica	Dorica	4	4	confirm
37	desertosque	desertosque	4	4	confirm
37	videre	videre	4	4	confirm
37	naBipi	printing	3	4	reject
37	balista	balista	3	4	confirm
37	Zwtifelsucht	zivei	3	4	reject
37	jive	five	4	4	realword?
37	ihe	isaiah	4	4	reject
37	Pelusium	Pelusium	4	4	confirm
37	Sethos	Sethos	4	4	confirm
37	Sethos	Sethos	4	4	confirm
37	Sethos	Sethos	4	4	confirm
37	lg	ig	3	4	reject
37	valour	valour	4	4	confirm
37	Libnah	Libnah	4	4	confirm
37	befell	befell	4	4	confirm
37	Cicero's	Cicero's	4	4	confirm
37	Catiline's	Catiline's	4	4	confirm
37	abiit	abiit	4	4	confirm
37	excessit	excessit	4	4	confirm
37	evasit	evasit	4	4	confirm
37	erupit	erupit	2	4	confirm
37	Cilicia	Cilicia	4	4	confirm
37	Nisroch	Nisroch	4	4	confirm
37	Ararat	Ararat	4	4	confirm
37	Esarhaddon	Esarhaddon	4	4	confirm
37	selfdefence	self	4	4	reject
37	Nisroch	Nisroch	3	4	confirm
37	Berosus	Berosus	4	4	confirm
37	Ardumusanus	Ardumusanus	3	4	confirm
37	Abydenus	Abydenus	4	4	confirm
37	Adramelus	Adramelus	4	4	confirm
37	Aramean	Aramean	4	4	confirm
37	Esarhaddon	Esarhaddon	4	4	confirm
37	Asordanius	Asordanius	4	4	confirm
37	Berosus	Berosus	4	4	confirm
37	Axerdis	Axerdis	4	4	confirm
37	Abydenus	Abydenus	4	4	confirm
37	fflergilus	nergilus	4	4	reject
37	Abydenus	Abydenus	4	4	confirm
37	Ararat	Ararat	4	4	confirm
37	Armenia	Armenia	4	4	confirm
37	Ararat	Ararat	4	4	confirm
37	Ararat	Ararat	4	4	confirm
37	Armenia	Armenia	4	4	confirm
38	Lightfoot	Lightfoot	4	4	confirm
38	Prideaux	Prideaux	4	4	confirm
38	TTQO	nqog	2	4	reject
38	rd	rd	2	4	confirm
38	TOV	rov	2	4	reject
38	aov	gov	3	4	reject
38	Plutarch	Plutarch	4	4	confirm
38	oixsiots	in	2	4	reject
38	he	the	4	4	realword?
38	Ahab	Ahab	4	4	confirm
38	bx	bx	2	3	confirm
38	urbs	urbs	4	4	confirm
38	qor	t	2	4	reject
38	eventu	eventu	4	4	confirm
38	Rosenmüller	rosenmuller	3	4	realword?
38	ond	isaiah	4	4	reject
38	Petavius	Petavius	4	4	confirm
38	Salmasius	Salmasius	4	4	confirm
38	Tnb	Tnb	3	4	confirm
38	aegrotasset	aegrotasset	4	4	confirm
38	convaluisset	conva	3	4	reject
38	I	j	2	3	realword?
38	swii	off	3	4	reject
38	Scheidius	Scheidius	4	4	confirm
38	dimidio	dimidio	4	4	confirm
38	I	j	2	2	realword?
38	seeii	seen	4	4	reject
38	ovou	oval	3	4	reject
38	vae	vae	4	4	confirm
38	PP	m	3	4	reject
38	I	j	2	3	realword?
38	Vm	bin	2	4	reject
38	Hn	bnn	2	4	reject
38	ibn	ibn	3	4	confirm
38	loth	loth	4	4	confirm
38	Schleiermacher	Schleiermacher	4	4	confirm
38	Fte'nw	n	2	4	reject
38	offaiishing	of	3	3	reject
38	pres	pres	4	4	confirm
38	ent	ent	4	4	confirm
38	ear	fear	4	4	realword?
38	iwj	iws	2	4	reject
38	constructio	constructio	3	4	confirm
38	praegnans	praegnans	3	4	confirm
38	Metheg	Metheg	4	4	confirm
38	pertexe	pertexe	4	4	confirm
38	Ahab	Ahab	4	4	confirm
38	ivn	mn	2	4	reject
38	loth	loth	4	4	confirm
38	im	w	2	4	reject
39	Hezckiah	Hezckiah	2	4	confirm
39	Berodach	Berodach	4	4	confirm
39	Bero	Bero	4	4	confirm
39	dach	dach	4	4	confirm
39	Medorach	Medorach	4	4	confirm
39	Von	Von	4	4	confirm
39	Bohlen	Bohlen	4	4	confirm
39	Aramean	Aramean	4	4	confirm
39	Nabopolassar	Nabopolassar	3	4	confirm
39	Mardokempad	Mardokempad	2	4	confirm
39	Berosus	Berosus	4	4	confirm
39	co	co	4	4	confirm
39	Croesus	Croesus	4	4	confirm
39	zov	top	2	4	reject
39	rwv	ov	3	4	reject
39	aromatum	aro	4	4	reject
39	Abulwalid	derives	2	4	reject
39	Lorsbach	Lorsbach	4	4	confirm
39	fiiba	c	2	4	reject
39	rna	s	2	4	reject
39	nals	nals	4	4	confirm
39	armour	armour	4	4	confirm
39	ipV	ir	3	4	reject
39	Hezc	heze	4	4	reject
39	Jciah	Jciah	2	4	confirm
39	ah's	ah's	4	4	confirm
39	Ahijah	Ahijah	4	4	confirm
39	oh	ch	3	4	realword?
39	Zedekiah	Zedekiah	4	4	confirm
39	that	thai	2	3	realword?
39	be	he	3	4	realword?
39	eunuchi	eunuchi	2	4	confirm
39	London	London	4	4	confirm
39	nutriti	nutriti	4	4	confirm
39	Theasurus	Theasurus	4	4	confirm
39	contends	contends	4	4	confirm
39	inp	inp	2	4	confirm
39	np	rip	3	4	reject
39	naiv	naiv	4	4	confirm
39	egoistisch	egoistisch	4	4	confirm
39	egoismus	egoismus	4	4	confirm
39	Quamvis	Quamvis	3	4	confirm
39	enim	enim	3	4	confirm
39	poena	poena	3	4	confirm
39	aliud	aliud	3	4	confirm
39	seculum	seculum	3	4	confirm
39	maneret	maneret	4	4	confirm
39	praesentem	praesentem	4	4	confirm
39	gratiam	gratiam	4	4	confirm
39	amplecti	amplecti	2	4	confirm
39	debuit	debuit	3	4	confirm
39	certe	certe	4	4	confirm
39	nostro	nostro	2	3	confirm
39	potissimum	potis	2	3	reject
39	seculo	simum	2	3	reject
39	servire	servire	3	4	confirm
39	debemus	debemus	3	4	confirm
39	ejusque	ejusque	3	4	confirm
39	praecipue	praecipue	4	4	confirm
39	habenda	habenda	3	4	confirm
39	negligendum	negligendum	4	4	confirm
39	atque	est	2	4	reject
39	offidum	officium	2	4	reject
39	requirit	trum	4	4	reject
39	yala	yala	2	4	confirm
39	tf	fii	2	4	reject
39	mortui	mortui	4	4	confirm
39	spo	spo	4	4	confirm
39	Jcen	ken	4	4	reject
39	n	o	2	2	realword?
39	Icall	i	4	4	reject
4	ftW	b	3	4	reject
4	Schleusner	Schleusner	4	4	confirm
4	regierende	regierende	4	4	confirm
4	Personale	Personale	4	4	confirm
4	des	des	4	4	confirm
4	Staates	Staates	4	4	confirm
4	xmttE	by	3	4	reject
4	Hn	Hn	4	4	confirm
4	confer	confer	4	4	confirm
4	rnrnn	uttering	2	4	reject
4	Hn	Hn	3	4	confirm
4	Bs	Bs	4	4	confirm
4	Hn	Hn	4	4	confirm
4	unpoetical	unpoetical	4	4	confirm
4	Hk	Hk	4	4	confirm
4	Hn	Hn	4	4	confirm
4	Kn	Kn	4	4	confirm
4	Bs	Bs	4	4	confirm
4	Hk	Hk	4	4	confirm
4	Hn	Hn	4	4	confirm
4	lavando	lavando	4	4	confirm
4	ejecerit	eje	4	4	reject
4	Hn	Hn	4	4	confirm
4	Bs	Bs	4	4	confirm
4	ufJiaii	in	3	4	reject
4	Hk	Hk	4	4	confirm
4	Pesh	Pesh	4	4	confirm
4	Bs	Bs	4	4	confirm
4	Bs	Bs	4	4	confirm
4	Hn	Hn	4	4	confirm
4	Kn	Kn	4	4	confirm
4	i	l	3	3	realword?
4	Hk	Hk	4	4	confirm
4	Hk	Hk	4	4	confirm
4	jiaa	paa	2	4	reject
4	Hengst	Hengst	4	4	confirm
4	Kn	Kn	4	4	confirm
4	Hn	Hn	4	4	confirm
4	nx'ipE	iv	2	4	reject
4	Hn	Hn	4	4	confirm
4	Kn	Kn	4	4	confirm
4	Hengst	Hengst	4	4	confirm
4	nsn	nsn	2	4	confirm
4	rca	knobel	3	4	reject
4	nsn	nsn	3	4	confirm
4	nss	riso	2	4	reject
4	Hn	Hn	4	4	confirm
4	Bs	Bs	4	4	confirm
4	tnt	q	2	4	reject
4	Ungewitter	Ungewitter	4	4	confirm
40	sp	sentence	5	5	reject
40	fcific	application	4	5	reject
40	th	the	3	3	realword?
40	popuh	popuh	3	5	confirm
40	ht	let	3	5	reject
40	cxa	cn	2	5	reject
40	dicet	dicet	2	5	confirm
40	Rosenmüller	rosenmiiller	3	5	realword?
40	natti	sion	3	5	reject
40	n	a	4	5	realword?
40	terita	prophetica	4	5	reject
40	prophetica	but	4	5	reject
40	poavroe	oavzog	2	5	reject
40	ntion	tion	5	5	reject
40	let	jet	4	5	realword?
40	be	he	5	5	realword?
40	rrrn	n	4	5	reject
40	reveletur	reveletur	3	5	confirm
40	tov	tov	3	3	confirm
40	dsoii	eov	2	4	reject
40	be	he	2	3	realword?
40	Ob	Ob	4	5	confirm
40	vox	vox	5	5	confirm
40	dicentis	dicentis	5	5	confirm
40	August	augusti	3	3	realword?
40	sn	the	4	5	reject
40	rriru	itin	2	5	reject
40	esthetic	asthetic	2	4	reject
40	shortlived	shortlived	4	5	confirm
40	or	for	3	3	realword?
40	rrn	nn	3	5	reject
40	unpoetical	unpoetical	4	5	confirm
40	IDS	x	3	5	reject
40	vayyeliG	t'v	2	5	reject
40	tv	unto	5	5	reject
40	Celeriter	Celeriter	3	5	confirm
40	omnes	omnes	5	5	confirm
40	civiiates	civiiates	4	5	confirm
40	perfertur	perfertur	4	5	confirm
40	atque	atque	4	5	confirm
40	illustrior	illustrior	5	5	confirm
40	incidit	incidit	5	5	confirm
40	res	res	5	5	confirm
40	clamore	clamore	5	5	confirm
40	agros	agros	5	5	confirm
40	regionesque	regionesque	4	5	confirm
40	hunc	hunc	4	5	confirm
40	alii	alii	5	5	confirm
40	deinceps	deinceps	5	5	confirm
40	excipiunt	excipiunt	5	5	confirm
40	proximis	proximis	5	5	confirm
40	tradunt	tradunt	4	5	confirm
40	J'PS	of	4	5	reject
40	nbn'p	r	2	5	reject
40	Lehrg	Lehrg	5	5	confirm
40	nsn	nin	2	5	reject
40	ptna	pjns	2	5	reject
40	so'a	xia	3	5	reject
40	bs	h	2	5	reject
40	a	s	2	3	realword?
40	ptrja	pjna	4	5	reject
40	as	os	2	4	realword?
40	paid	paid	5	5	confirm
40	paid	paid	5	5	confirm
40	fcetas	fcetas	3	5	confirm
40	ovaa	ezra	2	2	reject
40	Melek	Melek	4	5	confirm
40	ivcighed	weighed	4	5	reject
40	tribus	tribus	4	5	confirm
40	digitis	digitis	5	5	confirm
40	yJj	and	3	5	reject
40	Lehrgebaude	Lehrgebaude	4	5	confirm
40	mdkkeph	makkeph	4	5	reject
40	rVir	i	2	5	reject
40	bilanx	bilanx	2	5	confirm
40	molem	molem	4	5	confirm
40	terra	terra	4	5	confirm
40	Richardson's	Richardson's	5	5	confirm
40	insn	inin	2	5	reject
40	Rosenmüller	rosenmiiller	5	5	realword?
40	counsellor	counsellor	5	5	confirm
40	counsellor	counsellor	5	5	confirm
40	counsellor	counsellor	5	5	confirm
40	counsellor	counsellor	5	5	confirm
40	thejgst	the	5	5	reject
40	counsellor	counsellor	5	5	confirm
40	vir	vir	5	5	confirm
40	consilium	consilium	5	5	confirm
40	scirefacict	scire	5	5	reject
40	eum	hostis	3	5	reject
40	counsellors	counsellors	3	5	confirm
40	uber	iiber	2	5	reject
40	a'way	a	5	5	reject
40	rvm	ri	2	5	reject
40	sapientia	sapientia	3	5	confirm
40	hypostatica	hypostatica	4	5	confirm
40	communicavit	communicavit	5	5	confirm
40	consilium	consilium	4	5	confirm
40	instrueret	instrueret	4	5	confirm
40	JLo	v	4	5	reject
40	are	ore	3	5	realword?
40	zu	zu	4	5	confirm
40	achten	achten	5	5	confirm
40	im	im	5	5	confirm
40	Elmer	eimer	2	4	realword?
40	pendens	pendens	4	5	confirm
40	staterae	siaterae	3	5	reject
40	pntf	pn	2	5	reject
40	pntJ	pnt	2	5	reject
40	PJ	pp	3	5	reject
40	pH	p	4	5	reject
40	citlos	aitxog	2	5	reject
40	ETTTOV	al	4	5	reject
40	tollit	tollit	3	5	confirm
40	tollens	tollcns	3	5	reject
40	pN	j'	2	5	reject
40	njr	ii	2	5	reject
40	IM	being	3	5	reject
40	ft	ib	3	5	reject
40	Hype	Hype	5	5	confirm
40	rion	rion	5	5	confirm
40	sint	sint	4	5	confirm
40	eo	eo	5	5	confirm
40	lloyiadqaav	but	2	5	reject
40	nihilum	nihilum	4	5	confirm
40	ia	i	2	5	reject
40	zu	zu	4	5	confirm
40	gesucht	gesucht	5	5	confirm
40	gesucht	gesucht	5	5	confirm
40	bx	x	3	5	reject
40	Deumfortem	of	5	5	reject
40	aurifabri	aurifabri	5	5	confirm
40	Ys	and	3	5	reject
40	rj	j	2	2	reject
40	Poel	Poel	5	5	confirm
40	pflor	poor	5	5	reject
40	niis	ni	2	5	reject
40	Lehrgebaude	Lehrgebaude	4	5	confirm
40	frugalior	frugalior	4	5	confirm
40	oblationis	oblationis	4	5	confirm
40	ttasnn	n	3	5	reject
40	amsuchan	amsuchan	4	5	confirm
40	artifcx	artifex	4	5	reject
40	quaerit	quaerit	4	5	confirm
40	quomodo	quomodo	5	5	confirm
40	ib	ib	3	5	confirm
40	r	t	2	4	realword?
40	Rosenmüller	rosenmiiller	3	5	realword?
40	figtree	fig	4	5	reject
40	ns	n	2	5	reject
40	yu	yru	2	5	reject
40	ov	ov	3	5	confirm
40	oi	ov	2	5	reject
40	wollt	wollt	4	5	confirm
40	ihr	ihr	5	5	confirm
40	nicht	nicht	5	5	confirm
40	erkennen	erkennen	4	5	confirm
40	wollt	wollt	4	5	confirm
40	ihrnicht	ihr	5	5	reject
40	horen	nicht	4	4	reject
40	cabbalah	cabbalah	3	5	confirm
40	of	or	5	5	realword?
40	ttJaHa	there	4	5	reject
40	arc	are	2	3	realword?
40	sitteth	sitteth	5	5	confirm
40	Melek	Melek	4	5	confirm
40	pf	pf	3	5	confirm
40	ijh	ij	2	5	reject
40	minuta	minuta	2	4	confirm
40	Wohnzelt	Wohnzelt	2	5	confirm
40	Whh	with	5	5	reject
40	secretorum	scrutatores	3	5	reject
40	scrutatores	scrutatores	4	5	confirm
40	blew	blew	5	5	confirm
40	i	b	2	2	realword?
40	Vbxs	i	3	5	reject
40	praeterita	praeterita	3	5	confirm
40	prophetica	prophetica	2	5	confirm
40	Zwingle	Zwingle	5	5	confirm
40	nba	nba	5	5	confirm
40	pas	the	3	5	reject
40	ttss	i	2	5	reject
40	ov	ov	4	5	confirm
40	fortiori	fortiori	5	5	confirm
40	moulting	moulting	5	5	confirm
40	assument	assument	5	5	confirm
40	Rosenmüller	rosenmiiller	4	4	realword?
40	Hensler	Hensler	5	5	confirm
40	moulting	moulting	5	5	confirm
40	der	der	5	5	confirm
40	Gedanke	Gedanke	4	5	confirm
40	richtig	richtig	4	5	confirm
41	nnn	nnn	2	5	confirm
41	Wr	correct	5	5	reject
41	Wc	well	3	4	reject
41	expositio	expositio	3	5	confirm
41	violenta	violenta	3	5	confirm
41	quae	quae	5	5	confirm
41	nihil	nihil	5	5	confirm
41	sani	sani	5	5	confirm
41	praefert	praefert	3	5	confirm
41	Ins	his	3	5	reject
41	p'ls	come	2	2	reject
41	Procopius	Procopius	5	5	confirm
41	usus	usus	4	5	confirm
41	loquendi	loquendi	5	5	confirm
41	co	co	5	5	confirm
41	Croesus	Croesus	5	5	confirm
41	Panionion	Panionion	5	5	confirm
41	Abdastartus	Abdastartus	5	5	confirm
41	Abdallah	Abdallah	3	5	confirm
41	amans	amans	3	5	confirm
41	amatus	amatus	3	5	confirm
41	JuJLs	joyli	2	5	reject
41	JoJlit	jujl	3	5	reject
41	bsx	vix	2	5	reject
41	nox	as	5	5	reject
41	nstsj	nri	2	5	reject
41	rx	rx	2	5	confirm
41	corroboro	corroboro	3	5	confirm
41	truesense	former	5	5	reject
41	werenot	were	3	5	reject
41	seelc	seek	3	5	reject
41	thouworm	not	3	5	reject
41	VMQOI	qoi	2	5	reject
41	mortui	mortui	5	5	confirm
41	estls	estis	4	5	reject
41	nxn	r	2	5	reject
41	gekrummtes	gekrummtes	3	5	confirm
41	redde	redde	3	5	confirm
41	intrepide	intrepide	5	5	confirm
41	bxh	bxh	2	5	confirm
41	edges'	edges	2	2	realword?
41	pE'n	p	2	5	reject
41	threshingwain	threshing	5	5	reject
41	vielspitzig	vielspitzig	2	5	confirm
41	vielschneidig	yielschneidig	3	5	reject
41	shalt	shall	2	3	realword?
41	I	v	5	5	realword?
41	oiltree	oil	3	5	reject
41	box	box	5	5	confirm
41	nx	tin	3	5	reject
41	praestantissima	praestan	5	5	reject
41	sraito	i	3	5	reject
41	sb	into	4	5	reject
41	accedant	accedant	5	5	confirm
41	vestra	vestra	5	5	confirm
41	quae	quae	5	5	confirm
41	putatis	putatis	5	5	confirm
41	esse	esse	5	5	confirm
41	pNia	the	4	5	reject
41	Melek	Melek	4	5	confirm
41	Cyaxares	Cyaxares	5	5	confirm
41	pi'nst	p	4	5	reject
42	ecce	ecce	3	5	confirm
42	ids	jds	2	5	reject
42	avOQ	of	5	5	reject
42	pp	pp	4	5	confirm
42	tia	passage	4	5	reject
42	Hensler	Hensler	5	5	confirm
42	Stte	proposes	5	5	reject
42	vlog	vlbg	2	5	reject
42	co	co	5	5	confirm
42	Knecht	knccht	3	5	reject
42	Gottes	Gottes	2	5	confirm
42	Hamburg	Hamburg	4	5	confirm
42	njrp	ni	2	5	reject
42	ftjrH	n	2	5	reject
42	wn	non	2	5	reject
42	accipiet	accipiet	2	5	confirm
42	personam	personam	5	5	confirm
42	efferet	efferet	3	5	confirm
42	Ein	dabit	3	5	reject
42	dabit	dabit	2	5	confirm
42	audiatur	audiatur	3	5	confirm
42	demeanour	demeanour	5	5	confirm
42	uiclc	nick	3	5	reject
42	ly	by	3	3	realword?
42	se	so	5	5	realword?
42	clamour	clamour	5	5	confirm
42	he	be	4	5	realword?
42	clamour	clamour	5	5	confirm
42	he	be	4	5	realword?
42	ihc	the	2	5	reject
42	he	ae	3	5	realword?
42	J	p	2	3	realword?
42	spj	p	2	5	reject
42	ji's	in	2	5	reject
42	pluralis	mere	2	3	reject
42	thett	the	2	2	reject
42	feeep	keep	4	5	reject
42	covenantpeople	a	3	5	reject
42	Bundesvolk	covenant	3	5	reject
42	Mittelsvolk	Mittelsvolk	5	5	confirm
42	counsellor	counsellor	5	5	confirm
42	II'K	to	3	5	reject
42	cs	c	2	5	reject
42	paid	paid	5	5	confirm
42	foreseen	foreseen	5	5	confirm
42	foresaw	foresaw	5	5	confirm
42	lei	let	3	5	realword?
42	efferat	efferat	5	5	confirm
42	desertum	desertum	3	5	confirm
42	oppida	oppida	4	5	confirm
42	pagos	pagos	4	5	confirm
42	habitetur	habitetur	3	5	confirm
42	Kedarena	Kedarena	3	3	confirm
42	Petra	Petra	5	5	confirm
42	usa	usa	2	5	confirm
42	vir	vir	5	5	confirm
42	bellicosissimus	bellicosissimus	4	5	confirm
42	evigilans	evigilans	4	5	confirm
42	zelo	zelo	3	5	confirm
42	vir	vir	3	5	confirm
42	militaris	militaris	4	5	confirm
42	peritus	peritus	3	5	confirm
42	bellattir	bellator	3	5	reject
42	ardour	ardour	5	5	confirm
42	rt	i	2	5	reject
42	utparturientem	ut	4	5	reject
42	desolabo	desolaho	2	5	reject
42	rt	attempts	4	5	reject
42	DCIU	c	2	5	reject
42	Pixd	latter	2	4	reject
42	to'pant	verb	2	3	reject
42	Wj	which	3	5	reject
42	lakes'	lakes	3	3	realword?
42	Rosenmüller	rosenmiiller	3	5	realword?
